label,youtube_id,time_start,time_end,split
getting a tattoo,_zGgainq5NQ,6,16,train
cutting pineapple,_zHZPn804dA,21,31,train
waxing legs,_zM7AT-sB_o,2,12,train
stretching leg,_zPOFbXW9qc,64,74,train
swimming breast stroke,_zSqzz9ioQI,18,28,train
bee keeping,_zT-tjOu-0U,340,350,train
making sushi,_zU5ompwGfk,2,12,train
tying bow tie,_zWC3W1eeVA,17,27,train
wrapping present,_zWFwAtnETY,159,169,train
playing clarinet,_zXzqZryIeo,225,235,train
blasting sand,_zZ8saf2uz8,82,92,train
massaging back,_zZacaPyESQ,77,87,train
somersaulting,_zbpCq_rVcU,13,23,train
skateboarding,_zdS_YTKxfQ,15,25,train
playing harmonica,_ze6zrkxeOc,39,49,train
swimming backstroke,_zm2An-hyZA,118,128,train
shaking hands,_zmUgUGx1HE,24,34,train
juggling fire,_zmwh5qOjWM,68,78,train
tango dancing,_zqfr5Pc26A,76,86,train
playing cricket,_zqra0ly-Lo,0,10,train
smoking,_zqxPjU5TsQ,89,99,train
playing organ,_zr8TML07KQ,5,15,train
catching fish,_zs48HD0x5w,90,100,train
brushing teeth,_zsJ10J-rj0,2,12,train
planting trees,_zsL46vq3ts,73,83,train
carrying baby,_ztr_sNy4mI,53,63,train
smoking hookah,_zuDlzStQB0,36,46,train
skateboarding,_zwRRz2Q-dM,176,186,train
peeling potatoes,_zwTVWh95iI,2,12,train
shot put,_zxI4ZY6kb4,7,17,train
skiing (not slalom or crosscountry),_zygwGDE2EM,87,97,train
massaging back,_zzcGhHTucU,135,145,train
punching person (boxing),a--c63oWxic,163,173,train
ripping paper,a--pJcjIH-A,6,16,train
dancing macarena,a-06c8Pl41w,4,14,train
cheerleading,a-08_FiLD1c,144,154,train
playing paintball,a-0M8QpIjbM,97,107,train
throwing discus,a-0QVvlxhSg,22,32,train
tai chi,a-0WH8Ol-Qg,13,23,train
auctioning,a-1VxopxYks,6,16,train
milking cow,a-39wL1bg2M,173,183,train
abseiling,a-3KRovAH-k,106,116,train
surfing crowd,a-3noT-aP0U,23,33,train
washing hands,a-4kpiRqgYo,1,11,train
massaging back,a-5I55GxofI,4,14,train
playing drums,a-BPDML13PI,114,124,train
catching or throwing frisbee,a-CeEtEirBU,4,14,train
playing cymbals,a-ExoDdJNUM,23,33,train
snowkiting,a-Fet3en9EM,120,130,train
presenting weather forecast,a-Fn1fWPwvQ,35,45,train
sticking tongue out,a-Ig-fpG7xY,47,57,train
parasailing,a-IzJLTbPoQ,117,127,train
playing accordion,a-JzLKFhA0U,92,102,train
shaving head,a-Kf82n85pY,21,31,train
rock climbing,a-LYnH4sMEQ,10,20,train
flying kite,a-M9AboLOps,62,72,train
archery,a-MR9o4I5JE,6,16,train
high jump,a-MWePcBjBQ,178,188,train
reading book,a-MrqgUChJ0,114,124,train
playing didgeridoo,a-MydFgX0wc,218,228,train
wrapping present,a-N-WyN9wXk,26,36,train
baking cookies,a-P2PzRsI4I,327,337,train
bandaging,a-P_-sfUnNk,388,398,train
playing basketball,a-X-MNwmDD0,72,82,train
filling eyebrows,a-YoNsbW-bY,27,37,train
waxing eyebrows,a-Z50-gOKpg,250,260,train
hurdling,a-aINLItbI8,2,12,train
using segway,a-awPBWIzRQ,484,494,train
flipping pancake,a-cqR5vvzrg,5,15,train
chopping wood,a-hz-qeaLvA,13,23,train
juggling balls,a-j-ZXIDIRQ,39,49,train
walking the dog,a-jhT4DY9_0,21,31,train
canoeing or kayaking,a-kRx1c0Pt0,36,46,train
using segway,a-oikfdq9Rk,57,67,train
making snowman,a-q7e6zE3So,124,134,train
hammer throw,a-ri6E2VRag,1,11,train
shining shoes,a-rvCLY3tzI,24,34,train
punching bag,a-t58nBAeEE,5,15,train
country line dancing,a-uhAExcCQU,53,63,train
mowing lawn,a-vFrZCsAoo,261,271,train
reading book,a-vmvfq1DOg,4,14,train
crying,a-w5gnr1U38,6,16,train
riding unicycle,a-w5znHkHXA,2,12,train
eating burger,a-x91RbjXto,466,476,train
high kick,a0-UI04-yFQ,0,10,train
spinning poi,a00qa7eW5jI,339,349,train
bending metal,a039vFSe_X0,13,23,train
pumping fist,a046kLviNZA,20,30,train
pumping gas,a05T8DC6jls,106,116,train
windsurfing,a05mWWkGue0,109,119,train
pushing cart,a06Wa-55-hs,25,35,train
snowkiting,a06jln5Sq_4,3,13,train
snowmobiling,a092Z1VpT0w,0,10,train
country line dancing,a0D6WjfdCbI,100,110,train
scuba diving,a0DUrWrv0m4,337,347,train
playing recorder,a0G5Q29BVUM,4,14,train
whistling,a0GWRY9IuH0,0,10,train
dunking basketball,a0H1Y7DgiwA,31,41,train
playing xylophone,a0INDylMxQ8,4,14,train
dunking basketball,a0IwhFMGNnM,37,47,train
gymnastics tumbling,a0JHoke-WZg,15,25,train
triple jump,a0KPsuVyExY,21,31,train
finger snapping,a0KnR3jHuPg,1,11,train
celebrating,a0L4Q4efiCI,100,110,train
playing guitar,a0MYugvnfgE,49,59,train
spinning poi,a0PFzcojMHI,136,146,train
hula hooping,a0PjYO5pWsY,53,63,train
washing feet,a0Q9sVSLaZw,7,17,train
folding paper,a0TIMNQvZKQ,928,938,train
shaving legs,a0TibpHQvew,830,840,train
throwing discus,a0UyDUAZgEo,0,10,train
fixing hair,a0V_VdAvdH8,344,354,train
cleaning floor,a0YwM4TtYcA,19,29,train
skateboarding,a0ZE6cfahaY,215,225,train
playing poker,a0ZGP3-k0rk,104,114,train
juggling balls,a0Ziz_35XoA,48,58,train
tying knot (not on a tie),a0axt7n0GuQ,10,20,train
playing harp,a0ayV0ST3nc,4,14,train
motorcycling,a0faHHYWYUU,663,673,train
jetskiing,a0h4iGXihSE,72,82,train
mopping floor,a0jfKiaoqq8,17,27,train
eating burger,a0kUwNm1ZOw,56,66,train
marching,a0lsLdadSoo,159,169,train
vault,a0svITrGFBs,9,19,train
situp,a0tLeV69BfY,9,19,train
presenting weather forecast,a0y1ffAyISs,89,99,train
brushing hair,a0z6PwlWlYI,44,54,train
yoga,a0z_FVvtVnM,177,187,train
playing volleyball,a1-GpxkeYC4,4,14,train
canoeing or kayaking,a1-IBzTDd28,121,131,train
drop kicking,a1-Qfnez1hA,2,12,train
dancing ballet,a1-U75Ee_wU,15,25,train
bowling,a1-y00WqeyA,3,13,train
pole vault,a10BVm2LTcM,5,15,train
playing poker,a10bii8Wd5w,130,140,train
eating burger,a11YtA13qZM,398,408,train
pull ups,a162kOBlI4k,3,13,train
unboxing,a16DaGB08W4,176,186,train
celebrating,a17iPFVGx5g,157,167,train
doing aerobics,a18jzNQzShA,135,145,train
zumba,a193UJ8gj4k,237,247,train
playing paintball,a198FVQNkWo,3,13,train
brushing hair,a19J7izwqAE,735,745,train
pushing cart,a19_W7vxGi4,101,111,train
playing chess,a19hnf5HGo4,3,13,train
playing keyboard,a19tL1QEu0M,10,20,train
weaving basket,a1AJVD8q_yc,18,28,train
throwing discus,a1AeVhoDwvU,17,27,train
massaging back,a1CacPHRosA,724,734,train
shearing sheep,a1ERuwj8Ox0,168,178,train
playing xylophone,a1EZWHo1uCI,31,41,train
air drumming,a1F9HwzaYoY,93,103,train
tying bow tie,a1L-XAcoOrU,1,11,train
playing organ,a1LAfSEx55k,45,55,train
flying kite,a1M9c0F84g4,0,10,train
clean and jerk,a1N6oFYQALM,10,20,train
somersaulting,a1ONZe_ZdP0,1,11,train
playing violin,a1OPJrtIEuE,2,12,train
tai chi,a1PO_ta9yTk,138,148,train
playing tennis,a1PXuB8rvqY,23,33,train
throwing ball,a1RM2naaW-8,20,30,train
push up,a1StEBBq5k4,4,14,train
hopscotch,a1UenuR2Etk,23,33,train
shoveling snow,a1XSqgYWcDM,12,22,train
wrapping present,a1Z6FqdAIX0,96,106,train
yoga,a1_MbyrX_x8,8,18,train
motorcycling,a1_N0dhyuSA,17,27,train
tying tie,a1ahASpCpFg,57,67,train
wrapping present,a1bU6j-elyY,11,21,train
juggling balls,a1dmO3iMgsw,4,14,train
crawling baby,a1g-hdatXkk,15,25,train
marching,a1g8oTatueI,29,39,train
tango dancing,a1g973WbUc4,11,21,train
busking,a1gL4cmtB8Y,96,106,train
contact juggling,a1gMweX0HfA,79,89,train
salsa dancing,a1gdPqoW5Mw,0,10,train
squat,a1gq_pS7OYc,50,60,train
lunge,a1h7-62VTzo,19,29,train
jumpstyle dancing,a1h8Q69OT3E,90,100,train
spinning poi,a1hAI1DWBf8,101,111,train
shaving head,a1hGST8hVe4,32,42,train
sailing,a1hQ8HCk0Nc,19,29,train
breakdancing,a1h_jjA1QOY,57,67,train
blowing glass,a1hf8oHHnBo,80,90,train
slapping,a1hgHBFuZI4,551,561,train
yoga,a1hlWgLf3qc,101,111,train
yoga,a1hqIBCFyCo,35,45,train
snatch weight lifting,a1iLzFqclaM,1,11,train
rock climbing,a1iYJHC83Bk,32,42,train
riding or walking with horse,a1iwkraEqbs,46,56,train
lunge,a1jW0xGI2XE,4,14,train
skydiving,a1kD4pHcQU4,0,10,train
riding unicycle,a1nlADNQGK0,1,11,train
opening present,a1oH41HoGms,114,124,train
tying tie,a1oKs8fvYQg,38,48,train
pull ups,a1ohAnY9LEU,60,70,train
tai chi,a1tOmTQly24,69,79,train
balloon blowing,a1ty4VRdQfQ,4,14,train
skateboarding,a1wIcy0O2V8,150,160,train
high kick,a1wKPM-0tUI,11,21,train
shoveling snow,a1yPFYlFbF8,74,84,train
driving tractor,a1zLr0IrBFE,11,21,train
side kick,a2-6NoxatQM,4,14,train
laughing,a2-F-MJd38A,47,57,train
cartwheeling,a22Ltnt7cHo,19,29,train
kicking field goal,a25D8iVa-4Q,50,60,train
dancing ballet,a26-42k2LhY,102,112,train
eating spaghetti,a26x4FTIt3s,6,16,train
blowing nose,a27PXkZVEsg,0,10,train
shaving head,a2C2e-c-5ww,230,240,train
dribbling basketball,a2D93ECAdls,0,10,train
cheerleading,a2DA1HNRROM,15,25,train
squat,a2E39sIK8K8,30,40,train
playing ice hockey,a2EU68LEs3A,6,16,train
sled dog racing,a2EbCugJM9U,57,67,train
squat,a2EqcfiHKlA,141,151,train
robot dancing,a2Ez9Bk8bh4,33,43,train
tobogganing,a2FEtAXVyIw,3,13,train
squat,a2FUd0nWiWg,19,29,train
playing trumpet,a2HUUCH4rJE,0,10,train
country line dancing,a2IRGiSo9s4,9,19,train
playing bagpipes,a2Ikw67wg_k,206,216,train
push up,a2LBOKwdPcQ,1,11,train
laughing,a2LLZyGSLYM,304,314,train
milking cow,a2P9YDK-s-I,161,171,train
catching or throwing baseball,a2PPiihOtSo,311,321,train
cooking chicken,a2PzfV-nLA0,273,283,train
passing American football (not in game),a2QXcpLOlUY,1,11,train
air drumming,a2R_nJfkm_0,245,255,train
hula hooping,a2SAO7ExWUs,35,45,train
playing kickball,a2Szh0FgDmk,476,486,train
canoeing or kayaking,a2TpGG7CJAI,19,29,train
marching,a2UAH3eujks,2406,2416,train
pushing cart,a2UHAVs2qtg,9,19,train
canoeing or kayaking,a2UKIbx7KuY,171,181,train
archery,a2UpDISBU9Y,0,10,train
motorcycling,a2UwR4s04uo,12,22,train
riding mechanical bull,a2_-SXDBBHw,0,10,train
surfing water,a2_9mDUFmxQ,179,189,train
plastering,a2_kNJgg9_Y,125,135,train
playing trumpet,a2c0whTSPL4,18,28,train
hula hooping,a2d7P1G1DIE,1,11,train
cooking sausages,a2gqyxzu4Og,81,91,train
playing clarinet,a2gt6vtJ14E,24,34,train
shaking head,a2hGThVqjWU,18,28,train
playing xylophone,a2i2eAWAU2A,35,45,train
snatch weight lifting,a2jnokArZ4s,24,34,train
springboard diving,a2mH8QDYFfQ,0,10,train
spinning poi,a2qhVruUXS0,69,79,train
shoveling snow,a2qvsMU80HQ,13,23,train
tossing salad,a2swcFs9jYc,84,94,train
unboxing,a2voOpAgkL4,140,150,train
fixing hair,a2w3Cy-R3zE,527,537,train
shuffling cards,a2wbBVpGLls,11,21,train
cleaning gutters,a2zSAQLBq1Y,61,71,train
washing hands,a31oaX7SHZA,93,103,train
hammer throw,a32reLjdfeM,4,14,train
kissing,a34IupBZmaw,132,142,train
rock climbing,a34L0GLxPuk,163,173,train
chopping wood,a36J-vHT4EA,26,36,train
applauding,a37g2qScXHs,40,50,train
grooming dog,a3ATzfZ_XYE,409,419,train
blowing glass,a3Bvt6Sn3KI,302,312,train
welding,a3C4TwWq0i0,18,28,train
blasting sand,a3C54GvAmqA,5,15,train
canoeing or kayaking,a3DBCtswA0Q,143,153,train
dancing gangnam style,a3DEfIHon-E,18,28,train
breakdancing,a3EN4aN3mVw,127,137,train
tapping guitar,a3ElG2aNI34,31,41,train
cleaning gutters,a3FuibqU6L8,34,44,train
reading newspaper,a3IZsxDx2B0,9,19,train
clay pottery making,a3J9ZVJUaRY,1827,1837,train
scrambling eggs,a3JjeXLJk10,69,79,train
making a sandwich,a3MEffu-9N4,61,71,train
playing didgeridoo,a3OsodUrvRg,22,32,train
waiting in line,a3RhN9IdwQA,31,41,train
surfing water,a3T3KdTWTwU,234,244,train
juggling balls,a3Tvysyz-ec,10,20,train
tapping pen,a3Xd6ryclNk,202,212,train
sticking tongue out,a3_TgjVgEtU,7,17,train
snowkiting,a3bRMzr2ja4,11,21,train
contact juggling,a3dA_vrZPA8,283,293,train
blasting sand,a3dYNNr8yU4,120,130,train
crawling baby,a3gGvE03NIk,63,73,train
tying knot (not on a tie),a3gH26kB2Rw,171,181,train
playing ukulele,a3hCChOoXoI,2,12,train
hurling (sport),a3i3tp896_A,376,386,train
tickling,a3mL-8Mo6XA,16,26,train
snorkeling,a3mfmHuEYRg,167,177,train
playing violin,a3nPW-r9uUA,0,10,train
passing American football (not in game),a3rmGXB3QyQ,0,10,train
pull ups,a3rmxPm_49Q,1,11,train
busking,a3suR1ljmmI,10,20,train
tying knot (not on a tie),a3txgL7rJtg,63,73,train
playing accordion,a3v0vkScBjw,4,14,train
playing chess,a3x7cQUqyrc,67,77,train
riding camel,a3xPY-8Df6M,9,19,train
doing nails,a3xyd8Dru6c,112,122,train
hitting baseball,a3zMNbS-rCQ,25,35,train
zumba,a3zT2YE2gnw,10,20,train
passing American football (in game),a43LHRjFvfg,0,10,train
catching or throwing frisbee,a43dacM8xBo,3,13,train
surfing water,a43rwgddbcU,167,177,train
using segway,a44Ypwft9E8,1,11,train
dying hair,a45Y1OVF5VI,573,583,train
eating chips,a46hLxwj-2s,163,173,train
climbing tree,a46wI1_I29s,2,12,train
cooking chicken,a473xRKrDYU,105,115,train
pumping fist,a47H3LbZefU,17,27,train
cooking chicken,a48Fl1ePuyM,249,259,train
sanding floor,a4Cmdr3VfvI,227,237,train
punching bag,a4FXmxblIsQ,9,19,train
riding elephant,a4GqM0FnGNU,18,28,train
cracking neck,a4Irw9fztTA,67,77,train
playing xylophone,a4Mu5ZqTb8A,47,57,train
dying hair,a4PLYuQG0lE,149,159,train
smoking,a4QC0Fpt040,35,45,train
spinning poi,a4RePptisqQ,0,10,train
playing bass guitar,a4SzbxoBD04,41,51,train
biking through snow,a4TZZyMCyjY,69,79,train
cutting watermelon,a4Tbw9hdUvk,118,128,train
abseiling,a4UOhPiV4QE,675,685,train
parasailing,a4WfMyi6qA4,19,29,train
barbequing,a4Ya9xm-hZQ,48,58,train
playing organ,a4YvR48Cw2Y,247,257,train
walking the dog,a4_Xmt4Oxo8,12,22,train
throwing axe,a4_noMCAB3k,8,18,train
high jump,a4_r1dBPs_8,3,13,train
using computer,a4aDaIg4VHg,46,56,train
mowing lawn,a4anJMWl9B4,239,249,train
cracking neck,a4d2EQH46AQ,0,10,train
cutting watermelon,a4di8JIDiWA,17,27,train
cheerleading,a4evSQKDieI,368,378,train
windsurfing,a4fHQ3wXoBA,107,117,train
windsurfing,a4fwkC13IOw,99,109,train
peeling potatoes,a4gI4LC1rJk,73,83,train
barbequing,a4gPo-euxl0,10,20,train
barbequing,a4gRBoUTcxM,108,118,train
sneezing,a4gmKVYFbdE,28,38,train
air drumming,a4hVwnD3mok,7,17,train
shaking head,a4if1j0d8m8,49,59,train
riding unicycle,a4kIRg8YvWw,0,10,train
contact juggling,a4kPKKHw7Lc,148,158,train
playing guitar,a4lHmubzgiY,154,164,train
barbequing,a4m4L6USE_I,180,190,train
sticking tongue out,a4mFJftrp0M,4,14,train
jetskiing,a4pQixWastM,33,43,train
assembling computer,a4sjXlEP4zM,1,11,train
watering plants,a4uGSlCs5BQ,0,10,train
feeding fish,a4vT2jC_Ugw,43,53,train
bookbinding,a4wTHMaW5YQ,585,595,train
filling eyebrows,a4wWww89_jc,98,108,train
crying,a4xHx59uFgk,3,13,train
presenting weather forecast,a4xWfkB3mkU,1,11,train
baking cookies,a4zcZQWRKw4,9,19,train
catching or throwing baseball,a5-Fu00pwEk,4,14,train
playing ukulele,a5-NdHnWgys,237,247,train
crying,a50yimv7Lqg,26,36,train
trimming or shaving beard,a514DuRglhk,94,104,train
golf driving,a546mtnyGss,9,19,train
catching or throwing baseball,a57Wnd5oOw0,51,61,train
eating ice cream,a58hxrHtkNM,1,11,train
baking cookies,a596v--T1NI,118,128,train
passing American football (not in game),a5BLHkJXVDk,1,11,train
smoking hookah,a5BRg4Lav8g,10,20,train
digging,a5FR9vQUNgM,20,30,train
motorcycling,a5G-xOByCXk,458,468,train
playing harmonica,a5GVsR6NSag,66,76,train
smoking hookah,a5JRfEV9X-8,4,14,train
playing didgeridoo,a5Mosju_POU,41,51,train
pumping gas,a5PwsZ1r5Wk,75,85,train
riding a bike,a5QCBBwZySc,13,23,train
headbanging,a5R6dxz_ONM,160,170,train
playing didgeridoo,a5SfA-luNXI,80,90,train
playing harp,a5TdIMHX50Y,3,13,train
balloon blowing,a5WgS4x6Pw0,51,61,train
barbequing,a5Wv2y8ilNk,16,26,train
tap dancing,a5Wy7PdaxLA,60,70,train
eating burger,a5XOumbs4pg,1,11,train
spray painting,a5_LlFwwZJM,2,12,train
tobogganing,a5a39jskVI8,3,13,train
catching or throwing frisbee,a5a6xiOfApk,11,21,train
petting cat,a5aEAUCEuFw,5,15,train
air drumming,a5at2CgQpok,52,62,train
riding camel,a5ayHQ7rQ14,3,13,train
playing trumpet,a5c1t8kzEJo,26,36,train
playing trumpet,a5dQSd5LzQc,34,44,train
breading or breadcrumbing,a5dcB4JR7Mk,361,371,train
catching or throwing frisbee,a5dhsFbhfd8,1,11,train
massaging back,a5e4FZzzItQ,261,271,train
laughing,a5eQN6JmoSk,43,53,train
marching,a5f5yoAKSLM,44,54,train
shaking head,a5hKoBjq4uo,19,29,train
tying tie,a5hXtt0TPeo,26,36,train
archery,a5htjEkdEHE,7,17,train
peeling apples,a5itMYVyMbE,24,34,train
checking tires,a5nk76WIFpY,15,25,train
presenting weather forecast,a5p1P5U5q3Q,141,151,train
waxing eyebrows,a5rsJC_88vI,5,15,train
playing bass guitar,a5tP_JWUfU0,54,64,train
stretching leg,a5tvXHfFpVs,2,12,train
playing bass guitar,a5wqajTmaXA,309,319,train
catching or throwing frisbee,a5xjeDT47Wg,1,11,train
golf chipping,a5yLMEOhQhU,34,44,train
playing cards,a5zoXmx0Pnk,114,124,train
blasting sand,a60jJAX1BVQ,3,13,train
dunking basketball,a64AGsPuWDE,21,31,train
bending back,a64ut4Nnm8U,12,22,train
canoeing or kayaking,a65ts3pa_r0,137,147,train
disc golfing,a68cj4RCyBU,14,24,train
doing laundry,a6B4uLwKb40,72,82,train
waxing chest,a6BgTSHLZ6c,225,235,train
passing American football (not in game),a6BuzHfxPag,1,11,train
skiing (not slalom or crosscountry),a6CJy42K4QM,50,60,train
walking the dog,a6DbOQqaahc,8,18,train
playing didgeridoo,a6Dxyj3_Z0g,496,506,train
punching bag,a6Eb8zMTsnE,340,350,train
getting a tattoo,a6Ibg1uUF9o,4,14,train
tasting beer,a6JxkmoHmH8,69,79,train
catching fish,a6KwAKqH2KU,17,27,train
salsa dancing,a6M-_wGdAnY,197,207,train
sharpening pencil,a6M7U0HxukM,28,38,train
making sushi,a6MFLi2Jjns,72,82,train
blowing leaves,a6OTG_OEpK4,4,14,train
garbage collecting,a6PDgFyvX2k,45,55,train
celebrating,a6PIgLALTCo,0,10,train
frying vegetables,a6PPeJD3log,143,153,train
playing guitar,a6PZltNXPlQ,30,40,train
petting animal (not cat),a6RPtw3HPmw,52,62,train
contact juggling,a6TjxcJinnA,3,13,train
tobogganing,a6Uhm_4Xptg,35,45,train
washing dishes,a6W8f2XCUDc,55,65,train
brushing teeth,a6Wt4vYVfzQ,0,10,train
playing ukulele,a6YR-_6gu_I,31,41,train
playing badminton,a6Yj3hugCE8,664,674,train
cooking chicken,a6YmxK2vgBY,179,189,train
cleaning floor,a6aguNPsWGc,34,44,train
dancing macarena,a6cn6DmIn_c,3,13,train
getting a tattoo,a6fioOTFgrc,75,85,train
spinning poi,a6ipIwLocb0,732,742,train
cutting watermelon,a6iwL9KxxkM,6,16,train
javelin throw,a6lCnOqNaMY,24,34,train
javelin throw,a6lmkCFjTro,6,16,train
driving car,a6n4PJ2x4fY,89,99,train
blowing glass,a6qkt3lzur4,2,12,train
scrambling eggs,a6r9WzbAQLo,241,251,train
auctioning,a6snAz_-d4A,51,61,train
catching or throwing frisbee,a6tlMg7xZEo,0,10,train
feeding goats,a6y4tFXuric,50,60,train
swimming backstroke,a6zGai8Myzs,135,145,train
strumming guitar,a72wUXS8t-A,26,36,train
washing feet,a739cm17Mw8,118,128,train
hurling (sport),a74RMGL_c8E,0,10,train
playing squash or racquetball,a74aWK1tzbc,2,12,train
kissing,a78VtUxs13M,48,58,train
playing ukulele,a7AcptoEjn4,8,18,train
washing feet,a7EndjKoOmA,73,83,train
sneezing,a7KG41gwRik,0,10,train
kicking field goal,a7KPzFCgkiU,14,24,train
country line dancing,a7MbYj2OPG4,14,24,train
baby waking up,a7NGrah0C2M,3,13,train
applying cream,a7QiCMiQ5Xk,3,13,train
dribbling basketball,a7Qqp0TIQYQ,4,14,train
somersaulting,a7SmTCpk-7o,2,12,train
walking the dog,a7UR-STZvZA,57,67,train
playing badminton,a7WDbkDwDfM,58,68,train
bartending,a7YPe0Ze760,98,108,train
using remote controller (not gaming),a7YmV6Qpbz0,35,45,train
carrying baby,a7_a0rwdpfs,32,42,train
playing violin,a7a-kmir4x4,34,44,train
filling eyebrows,a7aM_nL7BPc,96,106,train
singing,a7aNsOpLHM8,139,149,train
playing violin,a7c-9f2G-9Q,110,120,train
playing tennis,a7cJhjqnpzs,8,18,train
doing nails,a7cUYKU5U20,31,41,train
flying kite,a7ddQhuaLfU,152,162,train
swimming butterfly stroke,a7ePBEkvJbI,5,15,train
trapezing,a7eeFXhKmPY,40,50,train
passing American football (in game),a7f4yjj_ba8,61,71,train
making bed,a7hojhg3TC4,0,10,train
skiing slalom,a7hvkzTJ5RI,0,10,train
somersaulting,a7l5x4Fm3fk,2,12,train
drop kicking,a7n1NghFv8M,0,10,train
dancing macarena,a7pTmxjTDBM,148,158,train
reading book,a7rVAEl2jWo,419,429,train
playing bass guitar,a7raYjjs3-c,62,72,train
dining,a7tnYW_xdzw,567,577,train
squat,a7tpcfEkC8U,3,13,train
playing poker,a7uRberxM6o,2,12,train
capoeira,a7uXQPhIIYA,116,126,train
climbing tree,a7w18Orhdso,41,51,train
archery,a7xC5lu3o-Q,0,10,train
unboxing,a7yA0rzWB_0,76,86,train
playing trombone,a7yN99ytqlU,173,183,train
ski jumping,a7ziGeYsoeI,4,14,train
slacklining,a8-U3hA6lzU,18,28,train
shuffling cards,a81RvaVHi40,1,11,train
playing cymbals,a86u_I5XpgY,34,44,train
ice fishing,a88Ll1XrRfw,33,43,train
pushing cart,a8B5dwj08vQ,9,19,train
eating spaghetti,a8F0bWMP62I,120,130,train
folding paper,a8F9PnJl0po,589,599,train
tai chi,a8Gl1taHN14,91,101,train
tossing salad,a8IoaXg4tpw,78,88,train
skiing slalom,a8IpFkFrgnA,101,111,train
rock climbing,a8J2lYN41OQ,1,11,train
playing ice hockey,a8KC0x6Yl8k,379,389,train
gymnastics tumbling,a8LSWWTGnZQ,71,81,train
side kick,a8M799vy7CE,12,22,train
dancing macarena,a8MhfNclyBA,4,14,train
playing didgeridoo,a8MlwEd1Ziw,17,27,train
hockey stop,a8Oxip98EDs,126,136,train
tying knot (not on a tie),a8S5N8MzXB0,2,12,train
playing recorder,a8TrKdUWJJA,127,137,train
checking tires,a8VzIlmkG9M,39,49,train
cooking on campfire,a8XgZ0X2k8g,257,267,train
playing drums,a8YwyrOGZR8,45,55,train
riding mountain bike,a8ZxRYELVTA,204,214,train
opening bottle,a8aBVkFeYJU,13,23,train
crawling baby,a8eRXxrzeqY,111,121,train
playing chess,a8eT7NKAuIE,30,40,train
skiing (not slalom or crosscountry),a8fH3QA6fCc,108,118,train
watering plants,a8fUCoP1Gjc,5,15,train
juggling soccer ball,a8fcsc9nm_E,25,35,train
cleaning shoes,a8iYAJgQ9vM,4,14,train
washing dishes,a8ma3tT6hv4,48,58,train
smoking hookah,a8nCKyPZnZQ,18,28,train
trimming trees,a8nhRx6Ksvs,12,22,train
clapping,a8qkR7cAabU,69,79,train
massaging feet,a8rIIos3Thg,57,67,train
curling hair,a8t5poABXJE,317,327,train
presenting weather forecast,a8t5shP15Gg,47,57,train
pull ups,a8uEZjGD0A8,3,13,train
ski jumping,a8uN7-Ea_7M,3,13,train
climbing tree,a8uT3ZKi6Rc,2,12,train
clean and jerk,a8unWk3Nb-A,2,12,train
trimming or shaving beard,a8uvTAuxV7s,101,111,train
archery,a8xJ3BnKjG8,21,31,train
barbequing,a8ysCONTnPY,31,41,train
planting trees,a90DuM7Xtv4,98,108,train
air drumming,a94C5iyOC5s,2,12,train
playing chess,a95XULoPxYM,16,26,train
spinning poi,a96h--ga8xU,0,10,train
mopping floor,a970njqVFiQ,221,231,train
peeling apples,a97IjMP48pU,0,10,train
sneezing,a994DZ3BSGQ,17,27,train
riding a bike,a9Cqu6ru_cA,6,16,train
feeding fish,a9CrT1Q-kC8,1,11,train
mopping floor,a9EhkJf0xOc,0,10,train
capoeira,a9I2fVhgefY,32,42,train
folding napkins,a9KdTRsQGaE,452,462,train
breakdancing,a9Ogv_ojQdE,43,53,train
playing tennis,a9PZHwYbPDY,409,419,train
ripping paper,a9Rky8fdbyQ,33,43,train
massaging back,a9SAPNS-voc,11,21,train
windsurfing,a9SxddHhO2E,16,26,train
scuba diving,a9TGjWyR2Mo,11,21,train
somersaulting,a9Txue3b9cc,1,11,train
making jewelry,a9UwjFdISb8,150,160,train
clapping,a9VTzmYh7HY,3,13,train
playing xylophone,a9XXsoXuACM,5,15,train
snowkiting,a9ZML5PF2K4,107,117,train
chopping wood,a9bz1_Ziumo,0,10,train
